HSNCode,Description,Length
54074124,NYLON SAREES,8
54074129,OTHER,8
540742,DYED :,6
54074210,NYLON BRASSO,8
54074220,NYLON GEORGETTE,8
54074230,NYLON TAFETTA,8
54074240,NYLON SAREES,8
54074290,OTHER,8
540743,OF YARN OF DIFFERENT COLOURS,6
54074300,OF YARN OF DIFFERENT COLOURS,8
540744,PRINTED :,6
54074410,NYLON BRASSO,8
54074420,NYLON GEORGETTE,8
54074430,NYLON TAFETTA,8
54074440,"NYLON SAREES,",8
54074490,OTHER,8
540751,UNBLEACHED OR BLEACHED :,6
54075111,POLYESTER SHIRTINGS,8
54075119,OTHER,8
54075121,POLYESTER SHIRTINGS,8
54075129,OTHER,8
540752,DYED :,6
54075210,POLYESTER SHIRTINGS,8
54075220,POLYESTER SUITINGS,8
54075230,TERYLENE AND DACRON SAREES,8
54075240,POLYESTER SAREES,8
54075290,OTHER,8
540753,OF YARNS OF DIFFERENT COLOURS,6
54075300,OF YARNS OF DIFFERENT COLOURS,8
540754,PRINTED :,6
54075410,TERYLENE AND DACRON SAREES,8
54075420,POLYESTER SHIRTINGS,8
54075430,POLYESTER SAREES,8
54075490,OTHER,8
540761,CONTAINING 85% OR MORE BY WEIGHT OF NON TEXTURED POLYESTER FILAMENTS :,6
54076110,POLYESTER SHIRTINGS,8
54076120,POLYESTER SUITINGS,8
54076190,OTHER,8
540769,OTHER,6
54076900,OTHER,8
540771,UNBLEACHED OR BLEACHED :,6
54077110,UNBLEACHED,8
54077120,BLEACHED,8
540772,DYED,6
54077200,DYED,8
540773,OF YARNS OF DIFFERENT COLOURS,6
54077300,OF YARNS OF DIFFERENT COLOURS,8
540774,PRINTED,6
54077400,PRINTED,8
540781, UNBLEACHED OR BLEACHED   : ,6
54078111,NYLON GEORGETTE,8
54078112,NYLON SAREES,8
54078113,POLYESTER SHIRTINGS,8
54078114,POLYESTER SUITINGS,8
54078115,TERYLENE AND DACRON SAREES,8
54078116,POLYESTER DHOTI,8
54078119,OTHER,8
54078121,NYLON GEORGETTE,8
54078122,NYLON SAREES,8
54078123,POLYESTER SHIRTINGS,8
54078124,POLYESTER SUITINGS,8
54078125,TERYLENE AND DACRON SAREES,8
54078126,POLYESTER DHOTI,8
54078129,OTHER,8
540782,DYED :,6
54078210,NYLON GEORGETTE,8
54078220,NYLON SAREES,8
54078230,POLYESTER SHIRTINGS,8
54078240,POLYESTER SUITINGS,8
54078250,TERYLENE AND DACRON SAREES,8
54078260,LUNGIES,8
54078290,OTHER,8
540783,OF YARNS OF DIFFERENT COLOURS,6
54078300,OF YARNS OF DIFFERENT COLOURS,8
540784,PRINTED :,6
54078410,NYLON GEORGETTE,8
54078420,NYLON SAREES,8
54078430,POLYESTER SHIRTINGS,8
54078440,POLYESTER SUITINGS,8
54078450,TERYLENE AND DACRON SAREES,8
54078460,LUNGIES,8
54078470,POLYESTER SAREES,8
54078490,OTHER,8
540791,UNBLEACHED OR BLEACHED :,6
54079110,UNBLEACHED,8
54079120,BLEACHED,8
540792,DYED,6
54079200,DYED,8
540793,OF YARNS OF DIFFERENT COLOURS,6
54079300,OF YARNS OF DIFFERENT COLOURS,8
540794,PRINTED,6
54079400,PRINTED,8
5408,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN,INCLUDING WOVEN FABRICS OBTAINED FROM MATERIALS OF HEADING 5405",4
540810,WOVEN FABRICS OBTAINED FROM HIGH TENACITY,6
54081000,WOVEN FABRICS OBTAINED FROM HIGH TENACITY YARN OF VISCOSE RAYON,8
540821,UNBLEACHED OR BLEACHED :,6
54082110,UNBLEACHED,8
54082120,BLEACHED,8
540822,DYED :,6
54082211,RAYON CREPE FABRICS,8
54082212,RAYON JACQUARDS,8
54082213,RAYON BROCADES,8
54082214,RAYON GEORGETTE,8
54082215,RAYON TAFETTA,8
54082216,RAYON SUITINGS,8
54082217,RAYON SHIRTINGS,8
54082218,RAYON SAREES,8
54082219,OTHER,8
54082220,"FABRICS OF CONTINUOUS FILAMENT, OTHER THAN RAYON",8
54082290,OTHER,8
540823,OF YARNS OF DIFFERENT COLOURS,6
54082300,OF YARNS OF DIFFERENT COLOURS,8
540824,PRINTED :,6
54082411,RAYON CREPE FABRICS,8
54082412,RAYON JACQUARDS,8
54082413,RAYON BROCADES,8
54082414,RAYON GEORGETTE,8
54082415,RAYON TAFETTA,8
54082416,RAYON SUITINGS,8
54082417,RAYON SHIRTINGS,8
54082418,RAYON SAREES,8
54082419,OTHER,8
54082490,OTHER,8
540831,UNBLEACHED OR BLEACHED :,6
54083110,UNBLEACHED,8
54083120,BLEACHED,8
540832,DYED :,6
54083211,RAYON BROCADES,8
54083212,RAYON GEORGETTE,8
54083213,RAYON TAFETTA,8
54083214,RAYON SUITINGS,8
54083215,RAYON SHIRTINGS,8
54083219,OTHER,8
54083290,OTHER,8
540833,OF YARNS OF DIFFERENT COLOURS,6
54083300,OF YARNS OF DIFFERENT COLOURS,8
540834,PRINTED :,6
54083411,RAYON CREPE FABRICS,8
54083412,RAYON JACQUARDS,8
54083413,RAYON BROCADES,8
54083414,RAYON GEORGETTE,8
54083415,RAYON TAFETTA,8
54083416,RAYON SUITINGS,8
54083417,RAYON SHIRTINGS,8
54083418,RAYON SAREES,8
54083419,OTHER,8
54083420,"FABRICS OF CONTINUOUS FILAMENT, OTHER THAN RAYON",8
54083490,OTHER,8
55,Man-made staple fibres,2
5501,SYNTHETIC FILAMENT TOW,4
55011000,SYNTHETIC FILAMENT TOW - OF NYLON OR OTHER POLYAMIDES,8
550111, OF ARAMIDES,6
55011100, OF ARAMIDES,8
550119, OTHER,6
55011900, OTHER,8
550120,OF POLYESTERS,6
55012000,OF POLYESTERS,8
550130,ACRYLIC OR MODACRYLIC,6
55013000,ACRYLIC OR MODACRYLIC,8
550140,OF POLYPROPYLENE,6
55014000,OF POLYPROPYLENE,8
550190,OTHER :,6
55019010,OF POLYPROPYLENE,8
55019090,OTHER,8
5502,ARTIFICIAL FILAMENT TOW,4
550200,Artificial filament tow,6
55020010,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : ACETATE RAYON TOW,8
55020020,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : VISCOSE RAYON TOW,8
55020090,ARTIFICIAL FILAMENT TOW - ARTIFICIAL FILAMENT TOW : OTHER,8
550210,OF CELLULOSE ACETATE:,6
55021010,Viscose rayon tow,8
55021090,Other,8
550290,OTHER:,6
55029010,Viscose rayon tow,8
55029090,other,8
5503,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",4
55031000,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF NYLON OR OTHER POLYAMIDES",8
550311,Of aramids:,6
55031100,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF NYLON OR OTHER POLYAMIDES - OF ARAMIDES",8
55031110,Aramid Flame Retardant Fibre,8
55031120,PARA-ARAMID FIBRE,8
55031190,OTHER,8
550319,Other:,6
55031900,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF NYLON OR OTHER POLYAMIDES-OTHERS",8
55031910,Nylon Staple Fibre,8
55031920,Nylon Anti Static Staple Fibre,8
55031930,NYLON 66 FIBRE CONFORMING TO IS 13463,8
55031990,Other,8
550320,OF POLYESTERS,6
55032000,OF POLYESTERS,8
550330,Acrylic or modacrylic:,6
55033000,"SYNTHETIC STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - ACRYLIC OR MODACRYLIC",8
55033010,"Pre Oxidised Fibre, conforming to IS 17308",8
55033090,Other,8
550340,OF POLYPROPYLENE ,6
55034000,OF POLYPROPYLENE ,8
550390,OTHER :,6
55039010,POLYVINYL STAPLE FIBRE,8
55039020,POLYVINYL CHLORIDE STAPLE FIBRE,8
55039030,Ultra high molecular weight poly ethylene staple fibre conforming to ASTM F2848,8
55039090,OTHER,8
5504,"ARTIFICIAL STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",4
550410,OF VISCOSE RAYON:,6
55041000,"ARTIFICIAL STAPLE FIBRES, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING - OF VISCOSE RAYON",8
55041010,Obtained from wood other than bamboo,8
55041011,Flame retaradant Viscose Rayon fibre,8
55041019,Other,8
55041020,Obtained from bamboo,8
55041021,Flame retaradant Viscose Rayon fibre,8
55041029,Other,8
55041090,Other,8
550490,OTHER :,6
55049010,ACETATE RAYON STAPLE FIBRE,8
55049020,POLYNOSIC STAPLE FIBRE,8
55049030,HIGH WET MODULUS STAPLE FIBRE,8
55049090,OTHER,8
5505,"WASTE (INCLUDING NOILS, YARN WASTE AND GARNETTED STOCK) OF MAN-MADE FIBRES",4
550510,OF SYNTHETIC FIBERS :,6
55051010,OF ACRYLIC,8
55051090,OTHER,8
550520,OF ARTIFICIAL FIBRES,6
55052000,OF ARTIFICIAL FIBRES,8
5506,"SYNTHETIC STAPLE FIBRES, CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING",4
550610,OF NYLON OR OTHER POLYAMIDES,6
55061000,OF NYLON OR OTHER POLYAMIDES,8
550620,OF POLYESTERS,6
55062000,OF POLYESTERS,8
550630,ACRYLIC OR MODACRYLIC,6
55063000,ACRYLIC OR MODACRYLIC,8
550640,OF POLYPROPYLENE,6
55064000,Of polypropylene,8
550690,OTHER :,6
55069010,POLYPROPYLENE TOPS,8
55069090,OTHER,8
5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",4
550700,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING :",6
55070010,ACETATE RAYON TOPS,8
55070020,VISCOSE TOPS,8
55070030,POLYNOSIC TOPS,8
55070040,HIGH WET MODULUS TOPS,8
55070090,OTHER,8
5508,"SEWING THREAD OF MAN-MADE STAPLE FIBRES, WHETHER OR NOT PUT UP FOR RETAIL SALE",4
550810,OF SYNTHETIC STAPLE FIBRES,6
55081000,OF SYNTHETIC STAPLE FIBRES,8
550820,OF ARTIFICIAL STAPLE FIBRES,6
55082000,OF ARTIFICIAL STAPLE FIBRES,8
5509,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE",4
550911,SINGLE YARN,6
55091100,SINGLE YARN,8
550912,MULTIPLE (FOLDED) OR CABLED YARN,6
55091200,MULTIPLE (FOLDED) OR CABLED        YARN,8
550921,SINGLE YARN,6
55092100,SINGLE YARN,8
550922,MULTIPLE (FOLDED) OR CABLED YARN,6
55092200,MULTIPLE (FOLDED) OR CABLED            YARN,8
550931,SINGLE YARN,6
55093100,SINGLE YARN,8
550932,MULTIPLE (FOLDED) OR CABLED YARN,6
55093200,MULTIPLE (FOLDED) OR CABLED            YARN,8
550941,SINGLE YARN :,6
55094110,POLYPROPYLENE SPUN YARN,8
55094120,POLYVINYL ACETATE SPUN YARN,8
55094130,POLYVINYL CHLORIDE SPUN YARN,8
55094190,OTHER,8
550942,MULTIPLE (FOLDED) OR CABLED YARN :,6
55094210,POLYPROPYLENE SPUN YARN,8
55094220,POLYVINYL ACETATE (PVA) SPUN YARN,8
55094230,POLYVINYL CHLORIDE (PVC) SPUN YARN,8
55094290,OTHER,8
550951,MIXED MAINLY OR SOLELY WITH ARTIFICIAL STAPLE FIBRES,6
55095100,MIXED MAINLY OR SOLELY WITH ARTIFICIAL STAPLE FIBRES,8
550952,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,6
55095200,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,8
550953,MIXED MAINLY OR SOLELY WITH COTTON,6
55095300,MIXED MAINLY OR SOLELY WITH COTTON,8
550959,OTHER,6
55095900,OTHER,8
550961,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,6
55096100,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,8
550962,MIXED MAINLY OR SOLELY WITH COTTON,6
55096200,MIXED MAINLY OR SOLELY WITH COTTON,8
550969,OTHER,6
55096900,OTHER,8
550991,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,6
55099100,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR,8
550992,MIXED MAINLY OR SOLELY WITH COTTON ,6
55099200,MIXED MAINLY OR SOLELY WITH COTTON ,8
550999,Other:,6
55099900,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE - OTHER YARN : OTHER",8
55099910,Yarn made of 100% inherent FR synthetic fibre,8
55099990,Other,8
5510,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBRES, NOT PUT UP FOR RETAIL SALE",4
551011,SINGLE YARN :,6
55101110,VISCOSE RAYON SPUN YARN,8
55101120,ACETATE RAYON SPUN YARN,8
55101190,OTHER,8
551012,MULTIPLE (FOLDED) OR CABLED  YARN:,6
55101210,VISCOSE RAYON SPUN YARN,8
55101220,ACETATE RAYON SPUN YARN,8
55101290,OTHER,8
551020,"OTHER YARN, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR :",6
55102010,VISCOSE RAYON SPUN YARN,8
55102020,ACETATE RAYON SPUN YARN,8
55102090,OTHER,8
551030,"OTHER YARN, MIXED MAINLY OR SOLELY WITH COTTON :",6
55103010,VISCOSE RAYON SPUN YARN,8
55103020,ACETATE RAYON SPUN YARN,8
55103090,OTHER,8
551090,OTHER YARN :,6
55109010,VISCOSE RAYON SPUN YARN,8
55109020,ACETATE RAYON SPUN YARN,8
55109030,Yarn made of 100% inherent FR artificial fibre,8
55109090,OTHER,8
5511,"YARN (OTHER THAN SEWING THREAD) OF MAN-MADE STAPLE FIBRES, PUT UP FOR RETAIL SALE",4
551110,"OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES",6
55111000,"OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SUCH FIBRES",8
551120,"OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES",6
55112000," OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES",8
551130,OF ARTIFICIAL STAPLE FIBRES :,6
55113010,CONTAINING MORE THAN 85% BY WEIGHT OF STAPLE FIBRE,8
55113090,OTHER,8
5512,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBRES",4
551211,UNBLEACHED OR BLEACHED :,6
55121110,UNBLEACHED,8
55121120,BLEACHED,8
551219,OTHER :,6
55121910,DYED,8
55121920,PRINTED,8
55121990,OTHER,8
551221,UNBLEACHED OR BLEACHED :,6
55122110,UNBLEACHED,8
55122120,BLEACHED,8
551229,OTHER :,6
55122910, DYED,8
55122920, PRINTED,8
55122990, OTHER,8
551291,UNBLEACHED OR BLEACHED :,6
55129110,UNBLEACHED,8
55129120,BLEACHED,8
551299,OTHER :,6
55129910,DYED,8
55129920,PRINTED,8
55129990,OTHER,8
5513,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M1",4
551311,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE :",6
55131110,UNBLEACHED,8
55131120,BLEACHED,8
551312,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES :",6
55131210,UNBLEACHED,8
55131220,BLEACHED,8
551313,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES :,6
55131310,UNBLEACHED,8
55131320,BLEACHED,8
551319,OTHER WOVEN FABRICS :,6
55131910,UNBLEACHED,8
55131920,BLEACHED,8
551321,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE ",6
55132100,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE ",8
55132200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - DYED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
551323,OTHER WOVEN FABRICS OF  POLYESTER STAPLE FIBRES,6
55132300,OTHER WOVEN FABRICS OF  POLYESTER STAPLE FIBRES,8
551329,OTHER WOVEN FABRICS,6
55132900,OTHER WOVEN FABRICS,8
551331,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE ",6
55133100,"OF POLYESTER STAPLE FIBRES,PLAIN WEAVE ",8
55133200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
55133300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",8
551339,OTHER WOVEN FABRICS ,6
55133900,OTHER WOVEN FABRICS ,8
551341,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",6
55134100,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",8
55134200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
55134300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170 G/M2 - PRINTED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",8
551349,OTHER WOVEN FABRIC.,6
55134900,OTHER WOVEN FABRIC.,8
5514,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M1",4
551411,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE :",6
55141110,UNBLEACHED,8
55141120,BLEACHED ,8
551412,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES :",6
55141210,UNBLEACHED ,8
55141220,BLEACHED,8
55141310,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : UNBLEACHED",8
55141320,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - UNBLEACHED OR BLEACHED : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES : BLEACHED",8
551419,OTHER :,6
55141910,UNBLEACHED ,8
55141920,BLEACHED,8
551421,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",6
55142100,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",8
551422,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",6
55142200,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
551423,OTHER WOVEN FABRICS OF  POLYESTER STAPLE FIBRES ,6
55142300,OTHER WOVEN FABRICS OF  POLYESTER STAPLE FIBRES ,8
551429,OTHER WOVEN FABRICS ,6
55142900,OTHER WOVEN FABRICS,8
551430,OF YARNS OF DIFFERENT COLOURS :,6
55143011,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",8
55143012,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
55143013,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES ,8
55143019,OTHER WOVEN FABRICS ,8
55143100,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",8
55143200,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : 3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
55143300,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES",8
55143900,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT EXCEEDING 170 G/M2 - OF YARNS OF DIFFERENT COLOURS : OTHER WOVEN FABRICS",8
551441,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",6
55144100,"OF POLYESTER STAPLE FIBRES, PLAIN WEAVE",8
551442,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",6
55144200,"3-THREAD OR 4-THREAD TWILL, INCLUDING CROSS TWILL, OF POLYESTER STAPLE FIBRES",8
551443,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES ,6
55144300,OTHER WOVEN FABRICS OF POLYESTER STAPLE FIBRES ,8
551449,OTHER WOVEN FABRICS,6
55144900,OTHER WOVEN FABRICS,8
5515,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES,4
551511,MIXED MAINLY OR SOLELY WITH VISCOS RAYON STAPLE FIBRES :,6
55151110,UNBLEACHED,8
55151120,BLEACHED,8
55151130,DYED,8
55151140,PRINTED,8
55151190,OTHER,8
551512,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS :,6
55151210,UNBLEACHED,8
55151220,BLEACHED,8
55151230,DYED,8
55151240,PRINTED,8
55151290,OTHER,8
551513,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR :,6
55151310,UNBLEACHED,8
55151320,BLEACHED,8
55151330,DYED,8
55151340,PRINTED,8
55151390,OTHER,8
551519,OTHER:,6
55151910,UNBLEACHED,8
55151920,BLEACHED,8
55151930,DYED,8
55151940,PRINTED,8
55151990,OTHER,8
551521,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS :,6
55152110,UNBLEACHED,8
55152120,BLEACHED,8
55152130,DYED,8
55152140,PRINTED,8
55152190,OTHER,8
551522,MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR :,6
55152210,UNBLEACHED,8
55152220,BLEACHED,8
55152230,DYED,8
55152240,PRINTED,8
55152290,OTHER,8
551529,OTHER :,6
55152910,UNBLEACHED,8
55152920,BLEACHED,8
55152930,DYED,8
55152940,PRINTED,8
55152990,OTHER,8
551591,MIXED MAINLY OR SOLELY WITH MAN-MADE FILAMENTS :,6
55159110,UNBLEACHED,8
55159120,BLEACHED,8
55159130,DYED,8
55159140,PRINTED,8
55159190,OTHER,8
55159210,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED,8
55159220,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : BLEACHED,8
55159230,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : DYED,8
55159240,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : PRINTED,8
55159290,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES - OTHER WOVEN FABRICS : MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OTHER,8
551599,OTHER :,6
55159910,UNBLEACHED,8
55159920,BLEACHED,8
55159930,DYED,8
55159940,PRINTED,8
55159950,FABRICS MADE OF 100% INHERENT FR SYNTHETIC FIBRE,8
55159990,OTHER,8
5516,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES,4
551611,UNBLEACHED OR BLEACHED :,6
55161110,   UNBLEACHED,8
55161120,   BLEACHED,8
551612,DYED,6
55161200,DYED,8
551613,OF YARNS OF DIFFERENT COLOURS,6
55161300,OF YARNS OF DIFFERENT COLOURS,8
551614,PRINTED :,6
55161410,   SPUN RAYON PRINTED SHANTUNG,8
55161420,   SPUN RAYON PRINTED LINEN,8
55161490,OTHER,8
551621,UNBLEACHED OR BLEACHED :,6
55162110,UNBLEACHED,8
55162120,BLEACHED,8
551622,DYED,6
55162200,DYED,8
551623,OF YARNS OF DIFFERENT COLOURS,6
55162300,OF YARNS OF DIFFERENT COLOURS,8
551624,PRINTED,6
55162400,PRINTED,8
551631,UNBLEACHED OR BLEACHED :,6
55163110,UNBLEACHED,8
55163120,BLEACHED,8
551632,DYED,6
55163200,DYED,8
551633,OF YARNS OF DIFFERENT COLOURS,6
55163300,OF YARNS OF DIFFERENT COLOURS,8
551634,PRINTED,6
55163400,PRINTED,8
551641,UNBLEACHED OR BLEACHED :,6
55164110,UNBLEACHED,8
55164120,BLEACHED,8
551642,DYED,6
55164200,DYED,8
551643,OF YARNS OF DIFFERENT COLOURS,6
55164300,OF YARNS OF DIFFERENT COLOURS,8
551644,PRINTED,6
55164400,PRINTED,8
551691,UNBLEACHED OR BLEACHED :,6
55169110,UNBLEACHED,8
55169120,BLEACHED,8
551692,DYED,6
55169200,DYED,8
551693,OF YARNS OF DIFFERENT COLOURS,6
55169300,OF YARNS OF DIFFERENT COLOURS,8
551694,PRINTED,6
55169400,PRINTED,8
